order_id,customer_id,order_date,status,region_code
467,,2024-11-24 00:00:00,CANCELLED,EAST
468,292.0,2023-05-25 00:00:00,CANCELLED,SOUTH
469,471.0,2023-05-20 00:00:00,PLACED,NORTH
470,340.0,2024-08-11 00:00:00,SHIPPED,SOUTH
471,97.0,2024-04-20 00:00:00,RETURNED,WEST
472,215.0,2023-07-14 00:00:00,PLACED,NORTH
473,225.0,2024-06-28 00:00:00,CANCELLED,EAST
474,406.0,11-09-2023 00:00:00,CANCELLED,SOUTH
475,287.0,16-12-2023 00:00:00,PLACED,SOUTH
476,56.0,2023-05-28 00:00:00,SHIPPED,NORTH
477,333.0,2023-08-21 00:00:00,PLACED,WEST
478,108.0,2024-07-10 00:00:00,PLACED,EAST
479,123.0,2023-06-23 00:00:00,PLACED,EAST
480,197.0,2024-07-14 00:00:00,DELIVERED,NORTH
481,455.0,2024-02-10 00:00:00,DELIVERED,NORTH
482,422.0,2023-01-26 00:00:00,PLACED,EAST
483,332.0,2023-09-03 00:00:00,PLACED,NORTH
484,23.0,2024-02-09 00:00:00,PLACED,NORTH
485,114.0,2024-06-09 00:00:00,SHIPPED,SOUTH
486,257.0,2024-01-18 00:00:00,CANCELLED,NORTH
487,231.0,2023-12-24 00:00:00,SHIPPED,SOUTH
488,450.0,2023-08-15 00:00:00,PLACED,NORTH
489,99.0,2024-11-24 00:00:00,SHIPPED,NORTH
490,292.0,2023-05-14 00:00:00,SHIPPED,NORTH
491,339.0,03-11-2024 00:00:00,SHIPPED,EAST
492,315.0,2024-11-10 00:00:00,RETURNED,SOUTH
493,254.0,2024-12-28 00:00:00,RETURNED,NORTH
494,467.0,2023-01-04 00:00:00,CANCELLED,WEST
495,162.0,2024-09-21 00:00:00,RETURNED,SOUTH
496,421.0,2024-07-30 00:00:00,DELIVERED,NORTH
497,427.0,2023-01-11 00:00:00,DELIVERED,NORTH
498,118.0,2024-06-29 00:00:00,CANCELLED,NORTH
499,37.0,2023-10-22 00:00:00,DELIVERED,NORTH
500,5.0,02-04-2024 00:00:00,CANCELLED,NORTH
